country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,sd_score,standarized_sd_score
Canada,Ontario,Hamilton,2020-11-29,-17.0,1.0,27.0,-41.0,-11.0,6.0,47.0,40.49459041731067
Canada,Ontario,Hamilton,2020-11-30,-22.0,-7.0,-42.0,-51.0,-32.0,13.0,167.0,59.04173106646059
Canada,Ontario,Hamilton,2020-12-01,-26.0,-8.0,-28.0,-48.0,-34.0,14.0,158.0,57.650695517774345
Canada,Ontario,Hamilton,2020-12-02,-20.0,2.0,-23.0,-45.0,-29.0,13.0,128.0,53.01391035548686
Canada,Ontario,Hamilton,2020-12-03,-19.0,2.0,-23.0,-45.0,-30.0,12.0,127.0,52.85935085007728
Canada,Ontario,Hamilton,2020-12-04,-21.0,2.0,-31.0,-47.0,-30.0,14.0,141.0,55.02318392581144
Canada,Ontario,Hamilton,2020-12-05,-18.0,8.0,-10.0,-43.0,-4.0,7.0,74.0,44.6676970633694
Canada,Ontario,Hamilton,2020-12-06,-21.0,-2.0,-11.0,-46.0,-12.0,7.0,99.0,48.53168469860896
Canada,Ontario,Hamilton,2020-12-07,-21.0,-2.0,-18.0,-49.0,-32.0,12.0,134.0,53.94126738794436
Canada,Ontario,Hamilton,2020-12-08,-20.0,0.0,-18.0,-47.0,-30.0,12.0,127.0,52.85935085007728
Canada,Ontario,Hamilton,2020-12-09,-23.0,-3.0,-28.0,-49.0,-29.0,13.0,145.0,55.641421947449764
Canada,Ontario,Hamilton,2020-12-10,-19.0,5.0,-13.0,-45.0,-30.0,12.0,114.0,50.8500772797527
Canada,Ontario,Hamilton,2020-12-11,-20.0,5.0,-12.0,-46.0,-29.0,13.0,115.0,51.00463678516228
Canada,Ontario,Hamilton,2020-12-12,-23.0,5.0,-38.0,-49.0,-5.0,9.0,119.0,51.622874806800624
Canada,Ontario,Hamilton,2020-12-13,-21.0,0.0,-6.0,-48.0,-12.0,7.0,94.0,47.75888717156105
Canada,Ontario,Hamilton,2020-12-14,-20.0,1.0,-24.0,-51.0,-32.0,13.0,139.0,54.71406491499228
Canada,Ontario,Hamilton,2020-12-15,-18.0,4.0,-23.0,-49.0,-32.0,12.0,130.0,53.32302936630603
Canada,Ontario,Hamilton,2020-12-16,-17.0,3.0,-32.0,-49.0,-29.0,13.0,137.0,54.404945904173104
Canada,Ontario,Hamilton,2020-12-17,-20.0,3.0,-34.0,-48.0,-32.0,13.0,144.0,55.486862442040184
Canada,Ontario,Hamilton,2020-12-18,-18.0,9.0,-24.0,-48.0,-30.0,14.0,125.0,52.55023183925811
Canada,Ontario,Hamilton,2020-12-19,-14.0,20.0,-19.0,-41.0,-1.0,7.0,62.0,42.81298299845441
Canada,Ontario,Hamilton,2020-12-20,-13.0,9.0,-18.0,-41.0,-5.0,6.0,74.0,44.6676970633694
Canada,Ontario,Hamilton,2020-12-21,-30.0,-3.0,-14.0,-55.0,-42.0,15.0,159.0,57.80525502318392
Canada,Ontario,Hamilton,2020-12-22,-23.0,13.0,-14.0,-52.0,-43.0,14.0,133.0,53.78670788253478
Canada,Ontario,Hamilton,2020-12-23,-17.0,32.0,-4.0,-52.0,-43.0,14.0,98.0,48.37712519319938
Canada,Ontario,Hamilton,2020-12-24,-32.0,22.0,-35.0,-61.0,-62.0,20.0,188.0,62.287480680061826
Canada,Ontario,Hamilton,2020-12-25,-87.0,-81.0,-43.0,-82.0,-85.0,29.0,407.0,96.13601236476043
Canada,Ontario,Hamilton,2020-12-26,-64.0,-49.0,-23.0,-69.0,-43.0,14.0,262.0,73.72488408037094
Canada,Ontario,Hamilton,2020-12-27,-47.0,-25.0,-1.0,-61.0,-28.0,10.0,172.0,59.8145285935085
Canada,Ontario,Hamilton,2020-12-28,-42.0,-14.0,-18.0,-69.0,-70.0,25.0,238.0,70.01545595054097
Canada,Ontario,Hamilton,2020-12-29,-35.0,-6.0,10.0,-62.0,-57.0,20.0,170.0,59.50540958268934
Canada,Ontario,Hamilton,2020-12-30,-35.0,3.0,-41.0,-64.0,-56.0,22.0,215.0,66.46058732612056
Canada,Ontario,Hamilton,2020-12-31,-29.0,24.0,3.0,-61.0,-61.0,21.0,145.0,55.641421947449764
Canada,Ontario,Ottawa,2020-02-15,13.0,6.0,68.0,3.0,1.0,-2.0,-93.0,18.856259659969087
Canada,Ontario,Ottawa,2020-02-16,30.0,26.0,128.0,3.0,4.0,-4.0,-195.0,3.091190108191654
Canada,Ontario,Ottawa,2020-02-17,-30.0,-53.0,52.0,-40.0,-62.0,14.0,147.0,55.95054095826894
Canada,Ontario,Ottawa,2020-02-18,-5.0,9.0,-8.0,-6.0,-2.0,1.0,13.0,35.239567233384854
Canada,Ontario,Ottawa,2020-02-19,0.0,6.0,-8.0,-8.0,1.0,0.0,9.0,34.62132921174652
Canada,Ontario,Ottawa,2020-02-20,6.0,4.0,0.0,-8.0,1.0,0.0,-3.0,32.766615146831526
Canada,Ontario,Ottawa,2020-02-21,-1.0,0.0,9.0,-9.0,-8.0,2.0,11.0,34.93044822256569
Canada,Ontario,Ottawa,2020-02-22,17.0,11.0,54.0,5.0,4.0,-2.0,-93.0,18.856259659969087
Canada,Ontario,Ottawa,2020-02-23,18.0,17.0,38.0,4.0,6.0,-2.0,-85.0,20.09273570324575
Canada,Ontario,Ottawa,2020-02-24,4.0,5.0,13.0,-6.0,2.0,0.0,-18.0,30.44822256568779
Canada,Ontario,Ottawa,2020-02-25,1.0,10.0,2.0,-6.0,3.0,-1.0,-11.0,31.530139103554866
Canada,Ontario,Ottawa,2020-02-26,-5.0,6.0,-14.0,-2.0,1.0,1.0,15.0,35.54868624420402
Canada,Ontario,Ottawa,2020-02-27,-25.0,-25.0,-29.0,-22.0,-31.0,13.0,145.0,55.641421947449764
Canada,Ontario,Ottawa,2020-02-28,-2.0,3.0,-12.0,2.0,-3.0,2.0,14.0,35.394126738794434
Canada,Ontario,Ottawa,2020-02-29,13.0,13.0,-8.0,4.0,7.0,-2.0,-31.0,28.438948995363216
Canada,Ontario,Ottawa,2020-03-01,17.0,22.0,17.0,3.0,9.0,-2.0,-70.0,22.411128284389488
Canada,Ontario,Ottawa,2020-03-02,2.0,6.0,-7.0,-5.0,4.0,0.0,0.0,33.23029366306028
Canada,Ontario,Ottawa,2020-03-03,0.0,5.0,-10.0,-2.0,4.0,0.0,3.0,33.69397217928903
Canada,Ontario,Ottawa,2020-03-04,3.0,9.0,-9.0,-2.0,5.0,0.0,-6.0,32.30293663060278
Canada,Ontario,Ottawa,2020-03-05,9.0,8.0,-5.0,-4.0,-1.0,0.0,-7.0,32.1483771251932
Canada,Ontario,Ottawa,2020-03-06,-3.0,-2.0,-10.0,-1.0,5.0,1.0,12.0,35.08500772797527
Canada,Ontario,Ottawa,2020-03-07,18.0,12.0,16.0,5.0,6.0,-3.0,-60.0,23.956723338485318
Canada,Ontario,Ottawa,2020-03-08,16.0,20.0,30.0,0.0,6.0,-2.0,-74.0,21.792890262751158
Canada,Ontario,Ottawa,2020-03-09,4.0,8.0,11.0,-8.0,3.0,0.0,-18.0,30.44822256568779
Canada,Ontario,Ottawa,2020-03-10,-2.0,4.0,-9.0,-8.0,3.0,1.0,13.0,35.239567233384854
Canada,Ontario,Ottawa,2020-03-11,2.0,12.0,-7.0,-5.0,3.0,0.0,-5.0,32.45749613601237
Canada,Ontario,Ottawa,2020-03-12,8.0,35.0,-3.0,-8.0,0.0,1.0,-31.0,28.438948995363216
Canada,Ontario,Ottawa,2020-03-13,-8.0,41.0,-22.0,-18.0,-6.0,5.0,18.0,36.01236476043277
Canada,Ontario,Ottawa,2020-03-14,-9.0,24.0,3.0,-17.0,-2.0,3.0,4.0,33.84853168469861
Canada,Ontario,Ottawa,2020-03-15,-13.0,14.0,10.0,-25.0,-6.0,3.0,23.0,36.78516228748068
Canada,Ontario,Ottawa,2020-03-16,-25.0,17.0,-23.0,-52.0,-48.0,17.0,148.0,56.10510046367851
Canada,Ontario,Ottawa,2020-03-17,-43.0,-5.0,-35.0,-59.0,-59.0,22.0,223.0,67.69706336939721
Canada,Ontario,Ottawa,2020-03-18,-46.0,-9.0,-23.0,-61.0,-61.0,23.0,223.0,67.69706336939721
Canada,Ontario,Ottawa,2020-03-19,-47.0,-11.0,-20.0,-64.0,-64.0,24.0,230.0,68.77897990726429
Canada,Ontario,Ottawa,2020-03-20,-54.0,-19.0,-35.0,-64.0,-64.0,26.0,262.0,73.72488408037094
Canada,Ontario,Ottawa,2020-03-21,-55.0,-24.0,-9.0,-54.0,-39.0,13.0,194.0,63.214837712519326
Canada,Ontario,Ottawa,2020-03-22,-53.0,-24.0,21.0,-58.0,-39.0,10.0,163.0,58.42349304482226
Canada,Ontario,Ottawa,2020-03-23,-55.0,-27.0,-53.0,-74.0,-68.0,26.0,303.0,80.06182380216383
Canada,Ontario,Ottawa,2020-03-24,-56.0,-23.0,-30.0,-73.0,-70.0,27.0,279.0,76.35239567233386
Canada,Ontario,Ottawa,2020-03-25,-62.0,-33.0,-39.0,-74.0,-72.0,29.0,309.0,80.98918083462134
Canada,Ontario,Ottawa,2020-03-26,-61.0,-33.0,-47.0,-76.0,-73.0,30.0,320.0,82.68933539412674
Canada,Ontario,Ottawa,2020-03-27,-61.0,-28.0,-3.0,-71.0,-71.0,29.0,263.0,73.87944358578052
Canada,Ontario,Ottawa,2020-03-28,-62.0,-34.0,-13.0,-66.0,-49.0,14.0,238.0,70.01545595054097
Canada,Ontario,Ottawa,2020-03-29,-66.0,-44.0,-61.0,-76.0,-48.0,14.0,309.0,80.98918083462134
Canada,Ontario,Ottawa,2020-03-30,-61.0,-34.0,-50.0,-77.0,-74.0,28.0,324.0,83.30757341576506
Canada,Ontario,Ottawa,2020-03-31,-56.0,-25.0,-18.0,-72.0,-74.0,27.0,272.0,75.27047913446677
Canada,Ontario,Ottawa,2020-04-01,-58.0,-31.0,-28.0,-72.0,-73.0,28.0,290.0,78.05255023183926
Canada,Ontario,Ottawa,2020-04-02,-58.0,-30.0,-25.0,-74.0,-74.0,29.0,290.0,78.05255023183926
Canada,Ontario,Ottawa,2020-04-03,-63.0,-33.0,-44.0,-75.0,-73.0,31.0,319.0,82.53477588871716
Canada,Ontario,Ottawa,2020-04-04,-60.0,-34.0,12.0,-59.0,-48.0,14.0,203.0,64.60587326120556
Canada,Ontario,Ottawa,2020-04-05,-63.0,-38.0,-21.0,-70.0,-48.0,13.0,253.0,72.3338485316847
Canada,Ontario,Ottawa,2020-04-06,-59.0,-31.0,-11.0,-74.0,-74.0,27.0,276.0,75.8887171561051
Canada,Ontario,Ottawa,2020-04-07,-60.0,-28.0,-28.0,-75.0,-74.0,28.0,293.0,78.516228748068
Canada,Ontario,Ottawa,2020-04-08,-59.0,-24.0,-45.0,-75.0,-74.0,29.0,306.0,80.52550231839258
Canada,Ontario,Ottawa,2020-04-09,-53.0,-6.0,-53.0,-77.0,-75.0,29.0,293.0,78.516228748068
Canada,Ontario,Ottawa,2020-04-10,-86.0,-80.0,-54.0,-85.0,-89.0,38.0,432.0,100.0
Canada,Ontario,Ottawa,2020-04-11,-56.0,-14.0,-18.0,-63.0,-48.0,14.0,213.0,66.15146831530139
Canada,Ontario,Ottawa,2020-04-12,-83.0,-79.0,-15.0,-72.0,-58.0,14.0,321.0,82.84389489953632
Canada,Ontario,Ottawa,2020-04-13,-64.0,-36.0,-64.0,-83.0,-80.0,31.0,358.0,88.56259659969088
Canada,Ontario,Ottawa,2020-04-14,-59.0,-23.0,-40.0,-77.0,-74.0,29.0,302.0,79.90726429675425
Canada,Ontario,Ottawa,2020-04-15,-59.0,-27.0,-48.0,-76.0,-74.0,29.0,313.0,81.60741885625966
Canada,Ontario,Ottawa,2020-04-16,-59.0,-27.0,-39.0,-76.0,-74.0,30.0,305.0,80.370942812983
Canada,Ontario,Ottawa,2020-04-17,-62.0,-30.0,-33.0,-74.0,-72.0,31.0,302.0,79.90726429675425
Canada,Ontario,Ottawa,2020-04-18,-61.0,-32.0,7.0,-59.0,-43.0,14.0,202.0,64.45131375579598
Canada,Ontario,Ottawa,2020-04-19,-65.0,-42.0,-50.0,-74.0,-46.0,14.0,291.0,78.20710973724884
Canada,Ontario,Ottawa,2020-04-20,-58.0,-29.0,-16.0,-74.0,-73.0,27.0,277.0,76.04327666151468
Canada,Ontario,Ottawa,2020-04-21,-62.0,-36.0,-59.0,-78.0,-74.0,30.0,339.0,85.62596599690882
Canada,Ontario,Ottawa,2020-04-22,-60.0,-31.0,-53.0,-77.0,-73.0,30.0,324.0,83.30757341576506
Canada,Ontario,Ottawa,2020-04-23,-56.0,-23.0,-22.0,-73.0,-73.0,29.0,276.0,75.8887171561051
Canada,Ontario,Ottawa,2020-04-24,-63.0,-29.0,-29.0,-73.0,-71.0,30.0,295.0,78.82534775888718
Canada,Ontario,Ottawa,2020-04-25,-59.0,-28.0,31.0,-56.0,-41.0,13.0,166.0,58.887171561051
Canada,Ontario,Ottawa,2020-04-26,-59.0,-31.0,-10.0,-66.0,-41.0,12.0,219.0,67.07882534775888
Canada,Ontario,Ottawa,2020-04-27,-57.0,-26.0,-16.0,-73.0,-72.0,27.0,271.0,75.11591962905719
Canada,Ontario,Ottawa,2020-04-28,-55.0,-23.0,-1.0,-70.0,-72.0,27.0,248.0,71.5610510046368
Canada,Ontario,Ottawa,2020-04-29,-56.0,-27.0,-31.0,-73.0,-71.0,28.0,286.0,77.43431221020093
Canada,Ontario,Ottawa,2020-04-30,-57.0,-28.0,-59.0,-77.0,-72.0,30.0,323.0,83.15301391035548
Canada,Ontario,Ottawa,2020-05-01,-57.0,-22.0,-14.0,-70.0,-70.0,29.0,262.0,73.72488408037094
Canada,Ontario,Ottawa,2020-05-02,-55.0,-26.0,30.0,-56.0,-37.0,12.0,156.0,57.341576506955185
Canada,Ontario,Ottawa,2020-05-03,-51.0,-24.0,53.0,-59.0,-35.0,10.0,126.0,52.7047913446677
Canada,Ontario,Ottawa,2020-05-04,-54.0,-25.0,-27.0,-74.0,-71.0,27.0,278.0,76.19783616692428
Canada,Ontario,Ottawa,2020-05-05,-53.0,-22.0,-12.0,-71.0,-71.0,27.0,256.0,72.79752704791345
Canada,Ontario,Ottawa,2020-05-06,-53.0,-21.0,-5.0,-70.0,-70.0,27.0,246.0,71.25193199381762
Canada,Ontario,Ottawa,2020-05-07,-53.0,-20.0,-10.0,-72.0,-70.0,28.0,253.0,72.3338485316847
Canada,Ontario,Ottawa,2020-05-08,-58.0,-22.0,-27.0,-72.0,-68.0,29.0,276.0,75.8887171561051
Canada,Ontario,Ottawa,2020-05-09,-53.0,-17.0,-34.0,-67.0,-36.0,14.0,221.0,67.38794435857805
Canada,Ontario,Ottawa,2020-05-10,-43.0,-12.0,46.0,-61.0,-27.0,9.0,106.0,49.61360123647604
Canada,Ontario,Ottawa,2020-05-11,-53.0,-25.0,-2.0,-73.0,-69.0,26.0,248.0,71.5610510046368
Canada,Ontario,Ottawa,2020-05-12,-52.0,-22.0,-13.0,-73.0,-69.0,27.0,256.0,72.79752704791345
Canada,Ontario,Ottawa,2020-05-13,-49.0,-19.0,15.0,-69.0,-68.0,26.0,216.0,66.61514683153014
Canada,Ontario,Ottawa,2020-05-14,-48.0,-17.0,12.0,-69.0,-69.0,26.0,217.0,66.76970633693972
Canada,Ontario,Ottawa,2020-05-15,-55.0,-23.0,-29.0,-72.0,-68.0,29.0,276.0,75.8887171561051
Canada,Ontario,Ottawa,2020-05-16,-48.0,-18.0,68.0,-52.0,-30.0,10.0,90.0,47.14064914992272
Canada,Ontario,Ottawa,2020-05-17,-37.0,-7.0,121.0,-55.0,-24.0,8.0,10.0,34.77588871715611
Canada,Ontario,Ottawa,2020-05-18,-67.0,-62.0,93.0,-76.0,-85.0,27.0,224.0,67.85162287480681
Canada,Ontario,Ottawa,2020-05-19,-40.0,-4.0,17.0,-69.0,-67.0,24.0,187.0,62.132921174652246
Canada,Ontario,Ottawa,2020-05-20,-39.0,-7.0,43.0,-66.0,-66.0,24.0,159.0,57.80525502318392
Canada,Ontario,Ottawa,2020-05-21,-39.0,-9.0,50.0,-67.0,-67.0,24.0,156.0,57.341576506955185
Canada,Ontario,Ottawa,2020-05-22,-45.0,-14.0,55.0,-66.0,-63.0,24.0,157.0,57.496136012364765
Canada,Ontario,Ottawa,2020-05-23,-40.0,-13.0,117.0,-48.0,-21.0,8.0,13.0,35.239567233384854
Canada,Ontario,Ottawa,2020-05-24,-35.0,-14.0,145.0,-52.0,-19.0,6.0,-19.0,30.29366306027821
Canada,Ontario,Ottawa,2020-05-25,-41.0,-16.0,20.0,-69.0,-67.0,23.0,196.0,63.52395672333848
Canada,Ontario,Ottawa,2020-05-26,-42.0,-17.0,16.0,-69.0,-66.0,24.0,202.0,64.45131375579598
Canada,Ontario,Ottawa,2020-05-27,-40.0,-13.0,23.0,-67.0,-65.0,24.0,186.0,61.97836166924265
Canada,Ontario,Ottawa,2020-05-28,-39.0,-11.0,9.0,-68.0,-65.0,24.0,198.0,63.83307573415765
Canada,Ontario,Ottawa,2020-05-29,-44.0,-15.0,14.0,-65.0,-62.0,25.0,197.0,63.67851622874807
Canada,Ontario,Ottawa,2020-05-30,-41.0,-16.0,38.0,-52.0,-16.0,10.0,97.0,48.222565687789796
Canada,Ontario,Ottawa,2020-05-31,-34.0,-9.0,86.0,-55.0,-12.0,6.0,30.0,37.86707882534776
Canada,Ontario,Ottawa,2020-06-01,-37.0,-13.0,32.0,-67.0,-64.0,22.0,171.0,59.65996908809892
Canada,Ontario,Ottawa,2020-06-02,-41.0,-17.0,-5.0,-70.0,-64.0,24.0,221.0,67.38794435857805
Canada,Ontario,Ottawa,2020-06-03,-40.0,-12.0,17.0,-67.0,-63.0,23.0,188.0,62.287480680061826
Canada,Ontario,Ottawa,2020-06-04,-35.0,-9.0,73.0,-64.0,-62.0,22.0,119.0,51.622874806800624
Canada,Ontario,Ottawa,2020-06-05,-42.0,-14.0,99.0,-62.0,-60.0,22.0,101.0,48.84080370942813
Canada,Ontario,Ottawa,2020-06-06,-38.0,-13.0,85.0,-52.0,-13.0,8.0,39.0,39.258114374034
Canada,Ontario,Ottawa,2020-06-07,-30.0,-9.0,184.0,-52.0,-7.0,4.0,-82.0,20.556414219474497
Canada,Ontario,Ottawa,2020-06-08,-34.0,-11.0,64.0,-65.0,-62.0,21.0,129.0,53.16846986089645
Canada,Ontario,Ottawa,2020-06-09,-37.0,-13.0,38.0,-67.0,-62.0,22.0,163.0,58.42349304482226
Canada,Ontario,Ottawa,2020-06-10,-36.0,-11.0,20.0,-66.0,-62.0,23.0,178.0,60.741885625966
Canada,Ontario,Ottawa,2020-06-11,-33.0,-8.0,57.0,-65.0,-61.0,22.0,132.0,53.63214837712519
Canada,Ontario,Ottawa,2020-06-12,-37.0,-11.0,48.0,-62.0,-58.0,21.0,141.0,55.02318392581144
Canada,Ontario,Ottawa,2020-06-13,-32.0,-13.0,99.0,-47.0,-6.0,6.0,5.0,34.003091190108194
Canada,Ontario,Ottawa,2020-06-14,-24.0,-9.0,195.0,-48.0,-1.0,3.0,-110.0,16.228748068006183
Canada,Ontario,Ottawa,2020-06-15,-26.0,-6.0,84.0,-63.0,-61.0,19.0,91.0,47.2952086553323
Canada,Ontario,Ottawa,2020-06-16,-28.0,-7.0,83.0,-63.0,-60.0,20.0,95.0,47.913446676970636
Canada,Ontario,Ottawa,2020-06-17,-29.0,-6.0,76.0,-61.0,-60.0,20.0,100.0,48.68624420401855
Canada,Ontario,Ottawa,2020-06-18,-27.0,-5.0,81.0,-62.0,-60.0,20.0,93.0,47.60432766615147
Canada,Ontario,Ottawa,2020-06-19,-34.0,-8.0,81.0,-59.0,-57.0,19.0,96.0,48.068006182380216
Canada,Ontario,Ottawa,2020-06-20,-30.0,-8.0,130.0,-44.0,-2.0,3.0,-43.0,26.584234930448225
Canada,Ontario,Ottawa,2020-06-21,-23.0,-8.0,150.0,-52.0,5.0,0.0,-72.0,22.102009273570324
Canada,Ontario,Ottawa,2020-06-22,-30.0,-14.0,30.0,-65.0,-62.0,20.0,161.0,58.11437403400309
Canada,Ontario,Ottawa,2020-06-23,-30.0,-10.0,34.0,-64.0,-61.0,21.0,152.0,56.723338485316845
Canada,Ontario,Ottawa,2020-06-24,-23.0,-2.0,50.0,-60.0,-59.0,20.0,114.0,50.8500772797527
Canada,Ontario,Ottawa,2020-06-25,-25.0,-6.0,72.0,-61.0,-59.0,20.0,99.0,48.53168469860896
Canada,Ontario,Ottawa,2020-06-26,-33.0,-10.0,85.0,-58.0,-56.0,18.0,90.0,47.14064914992272
Canada,Ontario,Ottawa,2020-06-27,-31.0,-14.0,67.0,-47.0,-8.0,6.0,39.0,39.258114374034
Canada,Ontario,Ottawa,2020-06-28,-24.0,-9.0,131.0,-48.0,4.0,2.0,-52.0,25.19319938176198
Canada,Ontario,Ottawa,2020-06-29,-21.0,1.0,62.0,-61.0,-59.0,18.0,96.0,48.068006182380216
Canada,Ontario,Ottawa,2020-06-30,-11.0,28.0,71.0,-59.0,-58.0,16.0,45.0,40.1854714064915
Canada,Ontario,Ottawa,2020-07-01,-60.0,-57.0,194.0,-68.0,-79.0,19.0,89.0,46.986089644513136
Canada,Ontario,Ottawa,2020-07-02,-26.0,-1.0,22.0,-62.0,-62.0,19.0,148.0,56.10510046367851
Canada,Ontario,Ottawa,2020-07-03,-31.0,-4.0,84.0,-57.0,-58.0,17.0,83.0,46.05873261205564
Canada,Ontario,Ottawa,2020-07-04,-29.0,-10.0,157.0,-39.0,-3.0,3.0,-73.0,21.947449768160745
Canada,Ontario,Ottawa,2020-07-05,-22.0,-5.0,177.0,-42.0,1.0,0.0,-109.0,16.383307573415763
Canada,Ontario,Ottawa,2020-07-06,-22.0,-1.0,87.0,-59.0,-60.0,17.0,72.0,44.35857805255023
Canada,Ontario,Ottawa,2020-07-07,-26.0,-6.0,62.0,-60.0,-60.0,19.0,109.0,50.0772797527048
Canada,Ontario,Ottawa,2020-07-08,-25.0,-3.0,56.0,-59.0,-58.0,19.0,108.0,49.92272024729521
Canada,Ontario,Ottawa,2020-07-09,-25.0,-2.0,48.0,-60.0,-58.0,19.0,116.0,51.15919629057187
Canada,Ontario,Ottawa,2020-07-10,-32.0,-8.0,57.0,-59.0,-56.0,18.0,116.0,51.15919629057187
Canada,Ontario,Ottawa,2020-07-11,-29.0,-9.0,36.0,-44.0,-7.0,6.0,59.0,42.349304482225655
Canada,Ontario,Ottawa,2020-07-12,-21.0,-3.0,150.0,-44.0,1.0,2.0,-81.0,20.71097372488408
Canada,Ontario,Ottawa,2020-07-13,-23.0,-4.0,75.0,-58.0,-59.0,17.0,86.0,46.52241112828439
Canada,Ontario,Ottawa,2020-07-14,-24.0,-5.0,78.0,-59.0,-59.0,18.0,87.0,46.67697063369397
Canada,Ontario,Ottawa,2020-07-15,-23.0,-4.0,78.0,-58.0,-57.0,17.0,81.0,45.749613601236476
Canada,Ontario,Ottawa,2020-07-16,-23.0,-1.0,43.0,-60.0,-58.0,19.0,118.0,51.46831530139103
Canada,Ontario,Ottawa,2020-07-17,-28.0,-5.0,92.0,-55.0,-55.0,16.0,67.0,43.585780525502315
Canada,Ontario,Ottawa,2020-07-18,-26.0,-8.0,164.0,-38.0,0.0,2.0,-90.0,19.319938176197837
Canada,Ontario,Ottawa,2020-07-19,-22.0,-7.0,104.0,-46.0,-1.0,1.0,-27.0,29.057187017001546
Canada,Ontario,Ottawa,2020-07-20,-20.0,-1.0,81.0,-59.0,-58.0,17.0,74.0,44.6676970633694
Canada,Ontario,Ottawa,2020-07-21,-22.0,-4.0,92.0,-59.0,-57.0,17.0,67.0,43.585780525502315
Canada,Ontario,Ottawa,2020-07-22,-25.0,-5.0,20.0,-61.0,-57.0,19.0,147.0,55.95054095826894
Canada,Ontario,Ottawa,2020-07-23,-20.0,-1.0,80.0,-58.0,-57.0,18.0,74.0,44.6676970633694
Canada,Ontario,Ottawa,2020-07-24,-28.0,-5.0,103.0,-56.0,-54.0,16.0,56.0,41.88562596599691
Canada,Ontario,Ottawa,2020-07-25,-25.0,-9.0,176.0,-39.0,-1.0,2.0,-100.0,17.77434312210201
Canada,Ontario,Ottawa,2020-07-26,-19.0,-5.0,153.0,-44.0,1.0,0.0,-86.0,19.938176197836167
Canada,Ontario,Ottawa,2020-07-27,-22.0,-3.0,39.0,-62.0,-60.0,18.0,126.0,52.7047913446677
Canada,Ontario,Ottawa,2020-07-28,-22.0,-2.0,88.0,-60.0,-58.0,17.0,71.0,44.20401854714065
Canada,Ontario,Ottawa,2020-07-29,-23.0,-4.0,30.0,-59.0,-58.0,18.0,132.0,53.63214837712519
Canada,Ontario,Ottawa,2020-07-30,-19.0,2.0,54.0,-57.0,-58.0,17.0,95.0,47.913446676970636
Canada,Ontario,Ottawa,2020-07-31,-25.0,0.0,107.0,-51.0,-56.0,14.0,39.0,39.258114374034
Canada,Ontario,Ottawa,2020-08-01,-26.0,-9.0,181.0,-32.0,-2.0,0.0,-112.0,15.919629057187018
Canada,Ontario,Ottawa,2020-08-02,-25.0,-11.0,2.0,-46.0,-7.0,3.0,90.0,47.14064914992272
Canada,Ontario,Ottawa,2020-08-03,-35.0,-24.0,137.0,-67.0,-77.0,17.0,83.0,46.05873261205564
Canada,Ontario,Ottawa,2020-08-04,-27.0,-8.0,-21.0,-62.0,-61.0,19.0,198.0,63.83307573415765
Canada,Ontario,Ottawa,2020-08-05,-20.0,1.0,59.0,-60.0,-58.0,17.0,95.0,47.913446676970636
Canada,Ontario,Ottawa,2020-08-06,-16.0,0.0,107.0,-59.0,-57.0,16.0,41.0,39.56723338485317
Canada,Ontario,Ottawa,2020-08-07,-26.0,-7.0,100.0,-57.0,-55.0,15.0,60.0,42.503863987635235
Canada,Ontario,Ottawa,2020-08-08,-23.0,-10.0,186.0,-38.0,0.0,1.0,-114.0,15.610510046367851
Canada,Ontario,Ottawa,2020-08-09,-20.0,-6.0,83.0,-47.0,-1.0,1.0,-8.0,31.993817619783616
Canada,Ontario,Ottawa,2020-08-10,-20.0,-6.0,55.0,-63.0,-59.0,17.0,110.0,50.23183925811438
Canada,Ontario,Ottawa,2020-08-11,-24.0,-8.0,33.0,-62.0,-58.0,18.0,137.0,54.404945904173104
Canada,Ontario,Ottawa,2020-08-12,-19.0,-3.0,89.0,-58.0,-57.0,16.0,64.0,43.12210200927357
Canada,Ontario,Ottawa,2020-08-13,-18.0,-3.0,91.0,-59.0,-57.0,16.0,62.0,42.81298299845441
Canada,Ontario,Ottawa,2020-08-14,-26.0,-6.0,104.0,-56.0,-55.0,15.0,54.0,41.57650695517774
Canada,Ontario,Ottawa,2020-08-15,-22.0,-9.0,212.0,-36.0,-1.0,0.0,-144.0,10.973724884080372
Canada,Ontario,Ottawa,2020-08-16,-20.0,-10.0,94.0,-46.0,-1.0,0.0,-17.0,30.602782071097373
Canada,Ontario,Ottawa,2020-08-17,-20.0,-7.0,40.0,-61.0,-60.0,17.0,125.0,52.55023183925811
Canada,Ontario,Ottawa,2020-08-18,-20.0,-6.0,63.0,-60.0,-57.0,17.0,97.0,48.222565687789796
Canada,Ontario,Ottawa,2020-08-19,-19.0,-4.0,76.0,-57.0,-56.0,16.0,76.0,44.97681607418856
Canada,Ontario,Ottawa,2020-08-20,-18.0,-2.0,38.0,-61.0,-57.0,16.0,116.0,51.15919629057187
Canada,Ontario,Ottawa,2020-08-21,-26.0,-6.0,72.0,-58.0,-54.0,15.0,87.0,46.67697063369397
Canada,Ontario,Ottawa,2020-08-22,-21.0,-9.0,72.0,-36.0,0.0,0.0,-6.0,32.30293663060278
