Reported Date,Confirmed Positive,Resolved,Deaths,Total Cases,Number of patients hospitalized with COVID-19,Number of patients in ICU due to COVID-19,"Number of patients in ICU, testing positive for COVID-19",Number of patients in ICU on a ventilator due to COVID-19,Num. of patients in ICU on a ventilator testing positive,New_cases,New_hospitalized,New_icu
2021-03-02,10546.0,285262.0,6997.0,302805.0,677.0,310.0,284.0,202.0,189.0,966.0,18.0,-1.0
2021-03-03,10397.0,286352.0,7014.0,303763.0,668.0,301.0,274.0,203.0,188.0,958.0,-9.0,-9.0
2021-03-04,10309.0,287424.0,7024.0,304757.0,649.0,306.0,281.0,198.0,183.0,994.0,-19.0,5.0
2021-03-05,10378.0,288583.0,7046.0,306007.0,643.0,312.0,280.0,199.0,183.0,1250.0,-6.0,6.0
2021-03-06,10210.0,289735.0,7052.0,306997.0,620.0,312.0,278.0,198.0,181.0,990.0,-23.0,0.0
2021-03-07,10389.0,290840.0,7067.0,308296.0,606.0,308.0,273.0,197.0,179.0,1299.0,-14.0,-4.0
2021-03-08,11016.0,291834.0,7077.0,309927.0,626.0,318.0,282.0,203.0,184.0,1631.0,20.0,10.0
2021-03-09,11223.0,292806.0,7083.0,311112.0,689.0,326.0,290.0,203.0,184.0,1185.0,63.0,8.0
2021-03-10,11311.0,294018.0,7099.0,312428.0,678.0,309.0,281.0,194.0,178.0,1316.0,-11.0,-17.0
2021-03-11,11283.0,295128.0,7109.0,313520.0,680.0,308.0,277.0,202.0,184.0,1092.0,2.0,-1.0
2021-03-12,11512.0,296252.0,7127.0,314891.0,676.0,314.0,282.0,206.0,189.0,1371.0,-4.0,6.0
2021-03-13,11818.0,297403.0,7138.0,316359.0,689.0,308.0,275.0,191.0,175.0,1468.0,13.0,-6.0
2021-03-14,12383.0,298570.0,7153.0,318106.0,601.0,316.0,282.0,201.0,186.0,1747.0,-88.0,8.0
2021-03-15,12528.0,299684.0,7162.0,319374.0,699.0,329.0,298.0,202.0,187.0,1268.0,98.0,13.0
2021-03-16,12506.0,300769.0,7173.0,320448.0,761.0,325.0,292.0,209.0,194.0,1074.0,62.0,-4.0
2021-03-17,12512.0,302257.0,7187.0,321956.0,741.0,334.0,300.0,204.0,190.0,1508.0,-20.0,9.0
2021-03-18,12814.0,303493.0,7202.0,323509.0,730.0,341.0,304.0,205.0,186.0,1553.0,-11.0,7.0
2021-03-19,13253.0,304789.0,7212.0,325254.0,759.0,346.0,309.0,192.0,176.0,1745.0,29.0,5.0
2021-03-20,13810.0,306050.0,7223.0,327083.0,765.0,335.0,302.0,208.0,189.0,1829.0,6.0,-11.0
2021-03-21,14230.0,307403.0,7241.0,328874.0,760.0,340.0,305.0,206.0,186.0,1791.0,-5.0,5.0
2021-03-22,14751.0,308578.0,7244.0,330573.0,813.0,331.0,298.0,206.0,186.0,1699.0,53.0,-9.0
2021-03-23,15017.0,309849.0,7253.0,332119.0,868.0,357.0,324.0,208.0,193.0,1546.0,55.0,26.0
2021-03-24,15047.0,311380.0,7263.0,333690.0,893.0,363.0,333.0,228.0,210.0,1571.0,25.0,6.0
2021-03-25,16081.0,312709.0,7280.0,336070.0,894.0,360.0,332.0,227.0,212.0,2380.0,1.0,-3.0
2021-03-26,16563.0,314384.0,7292.0,338239.0,913.0,384.0,359.0,226.0,215.0,2169.0,19.0,24.0
2021-03-27,17519.0,315865.0,7308.0,340692.0,985.0,392.0,365.0,201.0,192.0,2453.0,72.0,8.0
2021-03-28,18405.0,317408.0,7327.0,343140.0,917.0,393.0,366.0,227.0,217.0,2448.0,-68.0,1.0
2021-03-29,18965.0,318932.0,7337.0,345234.0,841.0,409.0,382.0,246.0,236.0,2094.0,-76.0,16.0
2021-03-30,19810.0,320409.0,7351.0,347570.0,1090.0,411.0,387.0,257.0,249.0,2336.0,249.0,2.0
2021-03-31,20155.0,322382.0,7366.0,349903.0,1111.0,424.0,396.0,261.0,252.0,2333.0,21.0,13.0
2021-04-01,20875.0,324196.0,7389.0,352460.0,1116.0,433.0,406.0,259.0,250.0,2557.0,5.0,9.0
2021-04-02,22016.0,326121.0,7412.0,355549.0,1162.0,435.0,408.0,271.0,261.0,3089.0,46.0,2.0
2021-04-03,23190.0,327940.0,7428.0,358558.0,796.0,451.0,423.0,261.0,252.0,3009.0,-366.0,16.0
2021-04-04,24320.0,329839.0,7440.0,361599.0,811.0,476.0,449.0,262.0,254.0,3041.0,15.0,25.0
2021-04-05,25487.0,331600.0,7450.0,364537.0,942.0,494.0,469.0,293.0,284.0,2938.0,131.0,18.0
2021-04-06,26568.0,333576.0,7458.0,367602.0,1161.0,510.0,482.0,310.0,299.0,3065.0,219.0,16.0
2021-04-07,27359.0,335983.0,7475.0,370817.0,1397.0,504.0,476.0,311.0,301.0,3215.0,236.0,-6.0
2021-04-08,28059.0,338559.0,7494.0,374112.0,1417.0,525.0,496.0,331.0,318.0,3295.0,20.0,21.0
2021-04-09,29627.0,341200.0,7512.0,378339.0,1492.0,552.0,519.0,359.0,344.0,4227.0,75.0,27.0
2021-04-10,30999.0,343622.0,7531.0,382152.0,1524.0,585.0,554.0,384.0,370.0,3813.0,32.0,33.0
2021-04-11,32817.0,346239.0,7552.0,386608.0,1513.0,605.0,575.0,382.0,364.0,4456.0,-11.0,20.0
2021-04-12,34758.0,348684.0,7567.0,391009.0,1646.0,619.0,590.0,408.0,395.0,4401.0,133.0,14.0
