country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,sd_score,standarized_sd_score
Canada,Ontario,,2020-10-23,-24.0,-6.0,75.0,-48.0,-34.0,12.0,49.0,42.10526315789473
Canada,Ontario,,2020-10-24,-21.0,0.0,58.0,-38.0,-4.0,6.0,11.0,35.653650254668925
Canada,Ontario,,2020-10-25,-20.0,-5.0,46.0,-43.0,-8.0,6.0,36.0,39.898132427843805
Canada,Ontario,,2020-10-26,-26.0,-6.0,7.0,-53.0,-38.0,14.0,130.0,55.85738539898133
Canada,Ontario,,2020-10-27,-26.0,-5.0,-6.0,-53.0,-36.0,13.0,139.0,57.38539898132428
Canada,Ontario,,2020-10-28,-22.0,0.0,27.0,-50.0,-36.0,13.0,94.0,49.745331069609506
Canada,Ontario,,2020-10-29,-22.0,0.0,3.0,-51.0,-35.0,14.0,119.0,53.98981324278438
Canada,Ontario,,2020-10-30,-23.0,-1.0,1.0,-49.0,-34.0,13.0,119.0,53.98981324278438
Canada,Ontario,,2020-10-31,-20.0,4.0,47.0,-36.0,-3.0,5.0,13.0,35.993208828522924
Canada,Ontario,,2020-11-01,-25.0,-8.0,-20.0,-47.0,-11.0,7.0,118.0,53.82003395585738
Canada,Ontario,,2020-11-02,-27.0,-8.0,-12.0,-55.0,-38.0,14.0,154.0,59.9320882852292
Canada,Ontario,,2020-11-03,-26.0,-4.0,-1.0,-53.0,-36.0,13.0,133.0,56.36672325976231
Canada,Ontario,,2020-11-04,-25.0,-6.0,35.0,-52.0,-36.0,13.0,97.0,50.25466893039049
Canada,Ontario,,2020-11-05,-24.0,-4.0,34.0,-51.0,-35.0,14.0,94.0,49.745331069609506
Canada,Ontario,,2020-11-06,-24.0,-6.0,49.0,-50.0,-34.0,13.0,78.0,47.02886247877759
Canada,Ontario,,2020-11-07,-18.0,-2.0,113.0,-35.0,-2.0,5.0,-51.0,25.127334465195243
Canada,Ontario,,2020-11-08,-14.0,-4.0,130.0,-40.0,-5.0,4.0,-63.0,23.089983022071305
Canada,Ontario,,2020-11-09,-23.0,-6.0,57.0,-53.0,-36.0,13.0,74.0,46.349745331069606
Canada,Ontario,,2020-11-10,-21.0,-1.0,60.0,-51.0,-35.0,12.0,60.0,43.97283531409168
Canada,Ontario,,2020-11-11,-21.0,-3.0,24.0,-53.0,-39.0,14.0,106.0,51.782682512733444
Canada,Ontario,,2020-11-12,-22.0,-2.0,19.0,-52.0,-35.0,14.0,106.0,51.782682512733444
Canada,Ontario,,2020-11-13,-24.0,-5.0,1.0,-51.0,-35.0,14.0,128.0,55.51782682512734
Canada,Ontario,,2020-11-14,-20.0,0.0,43.0,-40.0,-5.0,6.0,28.0,38.539898132427844
Canada,Ontario,,2020-11-15,-28.0,-15.0,-33.0,-52.0,-13.0,8.0,149.0,59.08319185059423
Canada,Ontario,,2020-11-16,-26.0,-8.0,-13.0,-56.0,-38.0,14.0,155.0,60.101867572156195
Canada,Ontario,,2020-11-17,-27.0,-7.0,-17.0,-55.0,-36.0,14.0,156.0,60.27164685908319
Canada,Ontario,,2020-11-18,-26.0,-8.0,-15.0,-55.0,-37.0,15.0,156.0,60.27164685908319
Canada,Ontario,,2020-11-19,-23.0,-3.0,8.0,-53.0,-35.0,14.0,120.0,54.159592529711375
Canada,Ontario,,2020-11-20,-22.0,-3.0,30.0,-50.0,-35.0,14.0,94.0,49.745331069609506
Canada,Ontario,,2020-11-21,-19.0,2.0,16.0,-40.0,-4.0,7.0,52.0,42.61460101867572
Canada,Ontario,,2020-11-22,-29.0,-16.0,-29.0,-51.0,-12.0,8.0,145.0,58.40407470288624
Canada,Ontario,,2020-11-23,-30.0,-11.0,-19.0,-58.0,-39.0,15.0,172.0,62.98811544991511
Canada,Ontario,,2020-11-24,-29.0,-6.0,-18.0,-57.0,-37.0,15.0,162.0,61.29032258064516
Canada,Ontario,,2020-11-25,-30.0,-11.0,-25.0,-58.0,-37.0,16.0,177.0,63.83701188455009
Canada,Ontario,,2020-11-26,-23.0,-1.0,-7.0,-55.0,-37.0,15.0,138.0,57.215619694397276
Canada,Ontario,,2020-11-27,-25.0,-5.0,-5.0,-53.0,-36.0,15.0,139.0,57.38539898132428
Canada,Ontario,,2020-11-28,-22.0,-1.0,30.0,-43.0,-5.0,7.0,48.0,41.935483870967744
Canada,Ontario,,2020-11-29,-21.0,-5.0,44.0,-48.0,-10.0,7.0,47.0,41.76570458404075
Canada,Ontario,,2020-11-30,-28.0,-10.0,-35.0,-59.0,-38.0,15.0,185.0,65.19524617996605
Canada,Ontario,,2020-12-01,-34.0,-12.0,-26.0,-58.0,-40.0,17.0,187.0,65.53480475382003
Canada,Ontario,,2020-12-02,-27.0,-4.0,-14.0,-56.0,-37.0,15.0,153.0,59.7623089983022
Canada,Ontario,,2020-12-03,-25.0,-1.0,-8.0,-55.0,-36.0,15.0,140.0,57.555178268251275
Canada,Ontario,,2020-12-04,-30.0,-9.0,-21.0,-56.0,-35.0,16.0,167.0,62.13921901528013
Canada,Ontario,,2020-12-05,-25.0,-1.0,4.0,-45.0,-6.0,8.0,81.0,47.53820033955857
Canada,Ontario,,2020-12-06,-25.0,-7.0,9.0,-51.0,-12.0,8.0,94.0,49.745331069609506
Canada,Ontario,,2020-12-07,-28.0,-7.0,-14.0,-58.0,-38.0,15.0,160.0,60.95076400679117
Canada,Ontario,,2020-12-08,-28.0,-4.0,-12.0,-57.0,-36.0,14.0,151.0,59.42275042444821
Canada,Ontario,,2020-12-09,-30.0,-9.0,-21.0,-57.0,-37.0,16.0,170.0,62.64855687606112
Canada,Ontario,,2020-12-10,-25.0,0.0,-3.0,-55.0,-36.0,15.0,134.0,56.536502546689306
Canada,Ontario,,2020-12-11,-25.0,-2.0,6.0,-54.0,-35.0,15.0,125.0,55.00848896434635
Canada,Ontario,,2020-12-12,-29.0,-4.0,-24.0,-49.0,-8.0,9.0,123.0,54.66893039049236
Canada,Ontario,,2020-12-13,-24.0,-5.0,3.0,-50.0,-11.0,8.0,95.0,49.9151103565365
Canada,Ontario,,2020-12-14,-29.0,-5.0,-16.0,-59.0,-39.0,15.0,163.0,61.460101867572156
Canada,Ontario,,2020-12-15,-27.0,-1.0,-18.0,-57.0,-38.0,15.0,156.0,60.27164685908319
Canada,Ontario,,2020-12-16,-29.0,-6.0,-32.0,-59.0,-38.0,16.0,180.0,64.34634974533107
Canada,Ontario,,2020-12-17,-25.0,3.0,-16.0,-56.0,-37.0,16.0,147.0,58.74363327674024
Canada,Ontario,,2020-12-18,-27.0,-1.0,-9.0,-55.0,-36.0,16.0,144.0,58.23429541595926
Canada,Ontario,,2020-12-19,-28.0,0.0,-2.0,-45.0,-8.0,8.0,91.0,49.23599320882852
Canada,Ontario,,2020-12-20,-25.0,-4.0,0.0,-49.0,-11.0,8.0,97.0,50.25466893039049
Canada,Ontario,,2020-12-21,-17.0,16.0,1.0,-57.0,-46.0,15.0,118.0,53.82003395585738
Canada,Ontario,,2020-12-22,-14.0,27.0,-2.0,-56.0,-46.0,15.0,106.0,51.782682512733444
Canada,Ontario,,2020-12-23,-10.0,39.0,4.0,-55.0,-48.0,15.0,85.0,48.217317487266556
Canada,Ontario,,2020-12-24,-26.0,29.0,-20.0,-62.0,-64.0,21.0,164.0,61.62988115449915
Canada,Ontario,,2020-12-25,-86.0,-79.0,-17.0,-83.0,-86.0,29.0,380.0,98.30220713073004
Canada,Ontario,,2020-12-26,-65.0,-48.0,-8.0,-67.0,-44.0,15.0,247.0,75.72156196943973
Canada,Ontario,,2020-12-27,-49.0,-28.0,17.0,-61.0,-27.0,11.0,159.0,60.78098471986417
Canada,Ontario,,2020-12-28,-45.0,-15.0,-8.0,-73.0,-72.0,26.0,239.0,74.36332767402376
Canada,Ontario,,2020-12-29,-39.0,-3.0,11.0,-66.0,-60.0,22.0,179.0,64.17657045840407
Canada,Ontario,,2020-12-30,-39.0,1.0,-27.0,-67.0,-61.0,24.0,217.0,70.62818336162988
Canada,Ontario,,2020-12-31,-31.0,19.0,18.0,-67.0,-65.0,23.0,149.0,59.08319185059423
