Reported Date,Confirmed Positive,Resolved,Deaths,Total Cases,Number of patients hospitalized with COVID-19,Number of patients in ICU due to COVID-19,"Number of patients in ICU, testing positive for COVID-19",Number of patients in ICU on a ventilator due to COVID-19,Num. of patients in ICU on a ventilator testing positive,New_cases,New_hospitalized,New_icu,country_region,sub_region_1,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,sd_score,standarized_sd_score
2020-07-06,1833.0,31426.0,2689.0,35948.0,118.0,64.0,36.0,39.0,21.0,154.0,-21.0,-3.0,Canada,Ontario,-19.0,2.0,135.0,-50.0,-47.0,14.0,-7.0,32.597623089983024
2020-07-07,1766.0,31603.0,2691.0,36060.0,131.0,61.0,34.0,41.0,24.0,112.0,13.0,-3.0,Canada,Ontario,-20.0,3.0,120.0,-49.0,-46.0,14.0,6.0,34.80475382003396
2020-07-08,1673.0,31805.0,2700.0,36178.0,123.0,61.0,35.0,44.0,26.0,118.0,-8.0,0.0,Canada,Ontario,-20.0,1.0,106.0,-50.0,-46.0,14.0,23.0,37.69100169779287
2020-07-09,1668.0,31977.0,2703.0,36348.0,123.0,58.0,31.0,42.0,23.0,170.0,0.0,-3.0,Canada,Ontario,-20.0,4.0,121.0,-49.0,-45.0,14.0,3.0,34.29541595925297
2020-07-10,1599.0,32155.0,2710.0,36464.0,117.0,60.0,34.0,42.0,24.0,116.0,-6.0,2.0,Canada,Ontario,-25.0,-2.0,108.0,-49.0,-45.0,14.0,27.0,38.37011884550085
2020-07-11,1456.0,32422.0,2716.0,36594.0,128.0,57.0,31.0,35.0,18.0,130.0,11.0,-3.0,Canada,Ontario,-26.0,-3.0,88.0,-38.0,-9.0,6.0,-6.0,32.76740237691001
2020-07-12,1470.0,32534.0,2719.0,36723.0,116.0,55.0,29.0,35.0,19.0,129.0,-12.0,-2.0,Canada,Ontario,-18.0,-5.0,180.0,-35.0,-6.0,3.0,-113.0,14.60101867572156
2020-07-13,1454.0,32663.0,2722.0,36839.0,104.0,53.0,28.0,36.0,20.0,116.0,-12.0,-2.0,Canada,Ontario,-19.0,-1.0,126.0,-50.0,-46.0,13.0,3.0,34.29541595925297
2020-07-14,1442.0,32785.0,2723.0,36950.0,137.0,55.0,30.0,38.0,21.0,111.0,33.0,2.0,Canada,Ontario,-19.0,2.0,142.0,-49.0,-45.0,13.0,-18.0,30.73005093378608
2020-07-15,1400.0,32920.0,2732.0,37052.0,115.0,55.0,31.0,38.0,22.0,102.0,-22.0,0.0,Canada,Ontario,-18.0,1.0,133.0,-50.0,-45.0,13.0,-8.0,32.42784380305603
2020-07-16,1365.0,33061.0,2737.0,37163.0,107.0,50.0,26.0,32.0,20.0,111.0,-8.0,-5.0,Canada,Ontario,-21.0,2.0,69.0,-51.0,-45.0,15.0,61.0,44.14261460101868
2020-07-17,1366.0,33162.0,2746.0,37274.0,108.0,52.0,30.0,31.0,21.0,111.0,1.0,2.0,Canada,Ontario,-21.0,0.0,162.0,-47.0,-43.0,12.0,-39.0,27.164685908319186
2020-07-18,1398.0,33294.0,2748.0,37440.0,105.0,53.0,33.0,30.0,22.0,166.0,-3.0,1.0,Canada,Ontario,-22.0,-2.0,210.0,-32.0,-6.0,3.0,-145.0,9.168081494057724
2020-07-19,1446.0,33407.0,2751.0,37604.0,101.0,53.0,34.0,31.0,23.0,164.0,-4.0,0.0,Canada,Ontario,-23.0,-9.0,111.0,-40.0,-10.0,4.0,-25.0,29.54159592529712
2020-07-20,1474.0,33513.0,2752.0,37739.0,115.0,55.0,37.0,32.0,24.0,135.0,14.0,2.0,Canada,Ontario,-17.0,3.0,154.0,-49.0,-46.0,12.0,-33.0,28.183361629881155
2020-07-21,1584.0,33605.0,2753.0,37942.0,120.0,55.0,36.0,30.0,23.0,203.0,5.0,0.0,Canada,Ontario,-18.0,3.0,145.0,-49.0,-45.0,13.0,-23.0,29.8811544991511
2020-07-22,1540.0,33812.0,2755.0,38107.0,128.0,57.0,37.0,27.0,19.0,165.0,8.0,2.0,Canada,Ontario,-21.0,-2.0,68.0,-52.0,-45.0,15.0,67.0,45.16129032258064
2020-07-23,1492.0,33963.0,2755.0,38210.0,154.0,55.0,35.0,27.0,21.0,103.0,26.0,-2.0,Canada,Ontario,-18.0,4.0,148.0,-48.0,-44.0,13.0,-29.0,28.862478777589136
2020-07-24,1547.0,34100.0,2758.0,38405.0,141.0,50.0,31.0,27.0,20.0,195.0,-13.0,-5.0,Canada,Ontario,-22.0,-1.0,165.0,-47.0,-43.0,12.0,-40.0,26.99490662139219
2020-07-25,1544.0,34240.0,2759.0,38543.0,97.0,47.0,30.0,28.0,21.0,138.0,-44.0,-3.0,Canada,Ontario,-22.0,-3.0,220.0,-31.0,-5.0,2.0,-157.0,7.130730050933787
2020-07-26,1558.0,34359.0,2763.0,38680.0,87.0,46.0,29.0,29.0,21.0,137.0,-10.0,-1.0,Canada,Ontario,-17.0,-6.0,191.0,-35.0,-6.0,2.0,-125.0,12.563667232597622
2020-07-27,1574.0,34461.0,2764.0,38799.0,82.0,47.0,30.0,27.0,18.0,119.0,-5.0,1.0,Canada,Ontario,-20.0,-1.0,109.0,-51.0,-47.0,13.0,23.0,37.69100169779287
2020-07-28,1575.0,34567.0,2768.0,38910.0,96.0,46.0,31.0,28.0,18.0,111.0,14.0,-1.0,Canada,Ontario,-18.0,4.0,147.0,-49.0,-45.0,12.0,-27.0,29.20203735144312
2020-07-29,1476.0,34741.0,2769.0,38986.0,91.0,43.0,28.0,26.0,17.0,76.0,-5.0,-3.0,Canada,Ontario,-16.0,2.0,125.0,-49.0,-45.0,13.0,-4.0,33.106960950764005
2020-07-30,1397.0,34906.0,2772.0,39075.0,84.0,39.0,27.0,24.0,16.0,89.0,-7.0,-4.0,Canada,Ontario,-14.0,7.0,155.0,-46.0,-45.0,12.0,-45.0,26.146010186757216
2020-07-31,1360.0,35074.0,2775.0,39209.0,78.0,41.0,29.0,24.0,15.0,134.0,-6.0,2.0,Canada,Ontario,-17.0,4.0,180.0,-43.0,-45.0,10.0,-69.0,22.07130730050934
2020-08-01,1319.0,35237.0,2777.0,39333.0,73.0,40.0,27.0,19.0,12.0,124.0,-5.0,-1.0,Canada,Ontario,-21.0,-3.0,229.0,-28.0,-9.0,1.0,-167.0,5.432937181663837
2020-08-02,1312.0,35359.0,2778.0,39449.0,72.0,41.0,26.0,23.0,14.0,116.0,-1.0,1.0,Canada,Ontario,-18.0,-6.0,86.0,-40.0,-14.0,4.0,-4.0,33.106960950764005
2020-08-03,1274.0,35485.0,2778.0,39537.0,75.0,40.0,25.0,20.0,13.0,88.0,3.0,-1.0,Canada,Ontario,-30.0,-23.0,178.0,-61.0,-74.0,18.0,28.0,38.53989813242784
2020-08-04,1245.0,35601.0,2782.0,39628.0,78.0,40.0,28.0,22.0,15.0,91.0,3.0,0.0,Canada,Ontario,-18.0,3.0,63.0,-50.0,-47.0,13.0,62.0,44.31239388794568
2020-08-05,1185.0,35747.0,2782.0,39714.0,66.0,41.0,30.0,22.0,15.0,86.0,-12.0,1.0,Canada,Ontario,-13.0,5.0,148.0,-47.0,-45.0,12.0,-36.0,27.67402376910017
2020-08-06,1120.0,35906.0,2783.0,39809.0,71.0,38.0,29.0,20.0,13.0,95.0,5.0,-3.0,Canada,Ontario,-13.0,4.0,173.0,-46.0,-44.0,12.0,-62.0,23.2597623089983
2020-08-07,1090.0,36024.0,2783.0,39897.0,66.0,38.0,28.0,20.0,12.0,88.0,-5.0,0.0,Canada,Ontario,-19.0,-3.0,169.0,-45.0,-43.0,11.0,-48.0,25.636672325976228
2020-08-08,1052.0,36131.0,2784.0,39967.0,53.0,38.0,27.0,19.0,12.0,70.0,-13.0,0.0,Canada,Ontario,-18.0,-4.0,232.0,-28.0,-5.0,1.0,-176.0,3.904923599320883
2020-08-09,981.0,36279.0,2786.0,40046.0,55.0,38.0,26.0,19.0,12.0,79.0,2.0,0.0,Canada,Ontario,-14.0,-7.0,180.0,-33.0,-6.0,1.0,-119.0,13.582342954159593
2020-08-10,994.0,36381.0,2786.0,40161.0,49.0,37.0,25.0,22.0,14.0,115.0,-6.0,-1.0,Canada,Ontario,-16.0,-2.0,142.0,-50.0,-45.0,12.0,-17.0,30.89983022071307
2020-08-11,952.0,36456.0,2786.0,40194.0,60.0,34.0,21.0,21.0,12.0,33.0,11.0,-3.0,Canada,Ontario,-16.0,1.0,128.0,-49.0,-44.0,12.0,-8.0,32.42784380305603
2020-08-12,912.0,36590.0,2787.0,40289.0,49.0,33.0,20.0,18.0,10.0,95.0,-11.0,-1.0,Canada,Ontario,-14.0,0.0,155.0,-48.0,-44.0,12.0,-37.0,27.50424448217317
2020-08-13,891.0,36689.0,2787.0,40367.0,43.0,31.0,20.0,19.0,10.0,78.0,-6.0,-2.0,Canada,Ontario,-14.0,2.0,164.0,-47.0,-44.0,12.0,-49.0,25.46689303904924
2020-08-14,899.0,36772.0,2788.0,40459.0,41.0,28.0,17.0,18.0,9.0,92.0,-2.0,-3.0,Canada,Ontario,-18.0,-2.0,165.0,-45.0,-43.0,10.0,-47.0,25.806451612903224
2020-08-15,903.0,36873.0,2789.0,40565.0,39.0,29.0,17.0,17.0,10.0,106.0,-2.0,1.0,Canada,Ontario,-18.0,-4.0,225.0,-28.0,-5.0,1.0,-169.0,5.093378607809847
2020-08-16,904.0,36953.0,2789.0,40646.0,37.0,30.0,18.0,17.0,9.0,81.0,-2.0,1.0,Canada,Ontario,-15.0,-7.0,127.0,-35.0,-8.0,2.0,-60.0,23.599320882852293
2020-08-17,920.0,37036.0,2789.0,40745.0,32.0,28.0,16.0,17.0,10.0,99.0,-5.0,-2.0,Canada,Ontario,-18.0,-4.0,107.0,-50.0,-45.0,12.0,22.0,37.52122241086588
2020-08-18,951.0,37126.0,2793.0,40870.0,41.0,26.0,15.0,16.0,10.0,125.0,9.0,-2.0,Canada,Ontario,-15.0,1.0,136.0,-48.0,-43.0,11.0,-20.0,30.39049235993209
2020-08-19,965.0,37215.0,2792.0,40972.0,42.0,26.0,15.0,18.0,10.0,102.0,1.0,0.0,Canada,Ontario,-14.0,-1.0,140.0,-48.0,-43.0,12.0,-22.0,30.050933786078097
2020-08-20,964.0,37291.0,2793.0,41048.0,35.0,27.0,15.0,15.0,8.0,76.0,-7.0,1.0,Canada,Ontario,-13.0,3.0,149.0,-46.0,-43.0,11.0,-39.0,27.164685908319186
2020-08-21,986.0,37397.0,2796.0,41179.0,35.0,26.0,13.0,13.0,7.0,131.0,0.0,-1.0,Canada,Ontario,-18.0,-3.0,148.0,-45.0,-42.0,10.0,-30.0,28.69269949066214
2020-08-22,1003.0,37487.0,2797.0,41287.0,40.0,25.0,13.0,11.0,7.0,108.0,5.0,-1.0,Canada,Ontario,-18.0,-4.0,210.0,-29.0,-4.0,1.0,-154.0,7.64006791171477
2020-08-23,1010.0,37595.0,2797.0,41402.0,41.0,21.0,11.0,10.0,6.0,115.0,1.0,-4.0,Canada,Ontario,-13.0,-7.0,180.0,-32.0,-5.0,0.0,-123.0,12.903225806451612
2020-08-24,1036.0,37673.0,2798.0,41507.0,40.0,23.0,12.0,11.0,7.0,105.0,-1.0,2.0,Canada,Ontario,-16.0,-3.0,134.0,-49.0,-44.0,11.0,-11.0,31.918505942275043
2020-08-25,1059.0,37748.0,2800.0,41607.0,39.0,24.0,13.0,15.0,10.0,100.0,-1.0,1.0,Canada,Ontario,-15.0,2.0,141.0,-47.0,-43.0,11.0,-27.0,29.20203735144312
2020-08-26,1030.0,37863.0,2802.0,41695.0,43.0,24.0,15.0,13.0,10.0,88.0,4.0,0.0,Canada,Ontario,-16.0,-2.0,94.0,-48.0,-43.0,12.0,27.0,38.37011884550085
2020-08-27,1070.0,37940.0,2803.0,41813.0,48.0,26.0,18.0,13.0,10.0,118.0,5.0,2.0,Canada,Ontario,-14.0,2.0,114.0,-46.0,-42.0,12.0,-2.0,33.446519524618
2020-08-28,1103.0,38023.0,2809.0,41935.0,61.0,25.0,18.0,15.0,12.0,122.0,13.0,-1.0,Canada,Ontario,-18.0,-3.0,122.0,-45.0,-41.0,11.0,-4.0,33.106960950764005
2020-08-29,1148.0,38126.0,2809.0,42083.0,51.0,28.0,17.0,9.0,5.0,148.0,-10.0,3.0,Canada,Ontario,-17.0,-1.0,132.0,-30.0,-6.0,2.0,-76.0,20.88285229202037
2020-08-30,1181.0,38204.0,2810.0,42195.0,51.0,30.0,20.0,15.0,10.0,112.0,0.0,2.0,Canada,Ontario,-10.0,-4.0,193.0,-28.0,-4.0,0.0,-147.0,8.828522920203735
2020-08-31,1221.0,38277.0,2811.0,42309.0,49.0,29.0,18.0,13.0,9.0,114.0,-2.0,-1.0,Canada,Ontario,-12.0,1.0,142.0,-46.0,-43.0,10.0,-32.0,28.35314091680815
2020-09-01,1240.0,38369.0,2812.0,42421.0,65.0,29.0,17.0,10.0,5.0,112.0,16.0,0.0,Canada,Ontario,-13.0,3.0,122.0,-45.0,-43.0,10.0,-14.0,31.40916808149406
2020-09-02,1236.0,38506.0,2812.0,42554.0,60.0,21.0,13.0,11.0,9.0,133.0,-5.0,-8.0,Canada,Ontario,-14.0,-1.0,87.0,-48.0,-43.0,12.0,31.0,39.04923599320883
2020-09-03,1249.0,38625.0,2812.0,42686.0,60.0,20.0,12.0,11.0,9.0,132.0,0.0,-1.0,Canada,Ontario,-12.0,3.0,138.0,-44.0,-42.0,10.0,-33.0,28.183361629881155
2020-09-04,1282.0,38741.0,2811.0,42834.0,66.0,24.0,13.0,10.0,8.0,148.0,6.0,4.0,Canada,Ontario,-13.0,2.0,142.0,-42.0,-43.0,9.0,-37.0,27.50424448217317
2020-09-05,1345.0,38847.0,2811.0,43003.0,58.0,23.0,14.0,10.0,8.0,169.0,-8.0,-1.0,Canada,Ontario,-16.0,0.0,176.0,-29.0,-9.0,1.0,-121.0,13.242784380305602
2020-09-06,1390.0,38958.0,2813.0,43161.0,52.0,24.0,15.0,12.0,9.0,158.0,-6.0,1.0,Canada,Ontario,-3.0,2.0,235.0,-28.0,-8.0,-1.0,-199.0,0.0
2020-09-07,1461.0,39077.0,2813.0,43351.0,55.0,24.0,18.0,10.0,8.0,190.0,3.0,0.0,Canada,Ontario,-43.0,-42.0,119.0,-63.0,-80.0,20.0,129.0,55.68760611205433
2020-09-08,1527.0,39196.0,2813.0,43536.0,54.0,25.0,17.0,10.0,7.0,185.0,-1.0,1.0,Canada,Ontario,-13.0,11.0,53.0,-47.0,-44.0,11.0,51.0,42.444821731748725
2020-09-09,1540.0,39332.0,2813.0,43685.0,55.0,24.0,15.0,12.0,8.0,149.0,1.0,-1.0,Canada,Ontario,-16.0,0.0,63.0,-48.0,-42.0,12.0,55.0,43.12393887945671
2020-09-10,1567.0,39474.0,2814.0,43855.0,54.0,23.0,14.0,11.0,9.0,170.0,-1.0,-1.0,Canada,Ontario,-14.0,2.0,85.0,-46.0,-41.0,11.0,25.0,38.030560271646856
2020-09-11,1657.0,39598.0,2813.0,44068.0,49.0,25.0,18.0,12.0,9.0,213.0,-5.0,2.0,Canada,Ontario,-17.0,-3.0,111.0,-44.0,-39.0,10.0,2.0,34.125636672325975
2020-09-12,1769.0,39717.0,2814.0,44300.0,43.0,18.0,12.0,11.0,8.0,232.0,-6.0,-7.0,Canada,Ontario,-14.0,0.0,165.0,-28.0,-2.0,2.0,-119.0,13.582342954159593
2020-09-13,1848.0,39841.0,2815.0,44504.0,39.0,20.0,14.0,12.0,9.0,204.0,-4.0,2.0,Canada,Ontario,-13.0,-4.0,103.0,-34.0,-6.0,3.0,-43.0,26.485568760611205
2020-09-14,2027.0,39974.0,2816.0,44817.0,47.0,24.0,17.0,11.0,8.0,313.0,8.0,4.0,Canada,Ontario,-15.0,-2.0,91.0,-48.0,-39.0,11.0,24.0,37.86078098471987
2020-09-15,2157.0,40091.0,2820.0,45068.0,47.0,26.0,19.0,15.0,11.0,251.0,0.0,2.0,Canada,Ontario,-15.0,0.0,82.0,-47.0,-38.0,11.0,29.0,38.70967741935484
2020-09-16,2316.0,40245.0,2822.0,45383.0,44.0,28.0,20.0,15.0,12.0,315.0,-3.0,2.0,Canada,Ontario,-16.0,-4.0,93.0,-47.0,-39.0,11.0,24.0,37.86078098471987
2020-09-17,2427.0,40424.0,2825.0,45676.0,53.0,28.0,21.0,14.0,12.0,293.0,9.0,0.0,Canada,Ontario,-16.0,-1.0,91.0,-46.0,-39.0,11.0,22.0,37.52122241086588
2020-09-18,2652.0,40600.0,2825.0,46077.0,58.0,28.0,20.0,12.0,10.0,401.0,5.0,0.0,Canada,Ontario,-18.0,-5.0,83.0,-45.0,-37.0,10.0,32.0,39.21901528013582
2020-09-19,2881.0,40777.0,2826.0,46484.0,64.0,29.0,20.0,13.0,10.0,407.0,6.0,1.0,Canada,Ontario,-15.0,-1.0,133.0,-32.0,-3.0,3.0,-79.0,20.37351443123939
2020-09-20,3054.0,40968.0,2827.0,46849.0,63.0,31.0,23.0,12.0,10.0,365.0,-1.0,2.0,Canada,Ontario,-11.0,-3.0,139.0,-35.0,-3.0,2.0,-85.0,19.35483870967742
2020-09-21,3299.0,41146.0,2829.0,47274.0,65.0,30.0,22.0,14.0,12.0,425.0,2.0,-1.0,Canada,Ontario,-18.0,-4.0,82.0,-49.0,-40.0,11.0,40.0,40.57724957555178
2020-09-22,3578.0,41342.0,2832.0,47752.0,82.0,30.0,24.0,14.0,11.0,478.0,17.0,0.0,Canada,Ontario,-19.0,-1.0,78.0,-48.0,-39.0,11.0,40.0,40.57724957555178
2020-09-23,3652.0,41600.0,2835.0,48087.0,88.0,30.0,24.0,12.0,9.0,335.0,6.0,0.0,Canada,Ontario,-19.0,-2.0,82.0,-48.0,-38.0,12.0,37.0,40.0679117147708
2020-09-24,3774.0,41886.0,2836.0,48496.0,88.0,33.0,27.0,14.0,11.0,409.0,0.0,3.0,Canada,Ontario,-20.0,-1.0,68.0,-48.0,-38.0,12.0,51.0,42.444821731748725
2020-09-25,3899.0,42169.0,2837.0,48905.0,87.0,31.0,25.0,15.0,13.0,409.0,-1.0,-2.0,Canada,Ontario,-21.0,-4.0,95.0,-47.0,-36.0,11.0,24.0,37.86078098471987
2020-09-26,3996.0,42507.0,2837.0,49340.0,100.0,34.0,28.0,18.0,15.0,435.0,13.0,3.0,Canada,Ontario,-16.0,0.0,159.0,-34.0,0.0,2.0,-107.0,15.619694397283531
2020-09-27,4196.0,42796.0,2839.0,49831.0,112.0,34.0,28.0,19.0,16.0,491.0,12.0,0.0,Canada,Ontario,-13.0,-3.0,143.0,-36.0,-2.0,2.0,-87.0,19.015280135823428
2020-09-28,4564.0,43127.0,2840.0,50531.0,128.0,35.0,29.0,20.0,17.0,700.0,16.0,1.0,Canada,Ontario,-21.0,-3.0,65.0,-51.0,-38.0,12.0,60.0,43.97283531409168
2020-09-29,4791.0,43450.0,2844.0,51085.0,137.0,34.0,30.0,18.0,16.0,554.0,9.0,-1.0,Canada,Ontario,-20.0,0.0,45.0,-50.0,-37.0,12.0,74.0,46.349745331069606
2020-09-30,4955.0,43907.0,2848.0,51710.0,150.0,39.0,35.0,19.0,17.0,625.0,13.0,5.0,Canada,Ontario,-20.0,-1.0,12.0,-51.0,-38.0,13.0,111.0,52.63157894736842
2020-10-01,4975.0,44422.0,2851.0,52248.0,162.0,41.0,36.0,18.0,17.0,538.0,12.0,2.0,Canada,Ontario,-18.0,3.0,46.0,-49.0,-36.0,12.0,66.0,44.99151103565365
2020-10-02,5203.0,44850.0,2927.0,52980.0,167.0,44.0,38.0,23.0,21.0,732.0,5.0,3.0,Canada,Ontario,-23.0,-4.0,36.0,-49.0,-35.0,12.0,87.0,48.55687606112054
2020-10-03,5380.0,45285.0,2968.0,53633.0,155.0,47.0,41.0,25.0,23.0,653.0,-12.0,3.0,Canada,Ontario,-18.0,-1.0,100.0,-35.0,-3.0,4.0,-39.0,27.164685908319186
2020-10-04,5405.0,45819.0,2975.0,54199.0,169.0,48.0,43.0,27.0,25.0,566.0,14.0,1.0,Canada,Ontario,-20.0,-5.0,15.0,-44.0,-8.0,5.0,67.0,45.16129032258064
2020-10-05,5474.0,46360.0,2980.0,54814.0,176.0,48.0,43.0,28.0,26.0,615.0,7.0,0.0,Canada,Ontario,-21.0,-1.0,55.0,-50.0,-38.0,12.0,67.0,45.16129032258064
2020-10-06,5469.0,46906.0,2987.0,55362.0,192.0,45.0,41.0,27.0,26.0,548.0,16.0,-3.0,Canada,Ontario,-21.0,1.0,50.0,-50.0,-37.0,12.0,69.0,45.50084889643464
2020-10-07,5344.0,47613.0,2988.0,55945.0,195.0,48.0,43.0,30.0,28.0,583.0,3.0,3.0,Canada,Ontario,-22.0,-1.0,22.0,-52.0,-38.0,13.0,104.0,51.44312393887945
2020-10-08,5442.0,48308.0,2992.0,56742.0,206.0,53.0,47.0,32.0,29.0,797.0,11.0,5.0,Canada,Ontario,-20.0,5.0,46.0,-49.0,-36.0,12.0,66.0,44.99151103565365
2020-10-09,5652.0,49032.0,2997.0,57681.0,225.0,52.0,47.0,32.0,29.0,939.0,19.0,-1.0,Canada,Ontario,-20.0,6.0,74.0,-46.0,-36.0,11.0,33.0,39.38879456706282
2020-10-10,5754.0,49732.0,3004.0,58490.0,213.0,53.0,48.0,32.0,29.0,809.0,-12.0,1.0,Canada,Ontario,-23.0,4.0,117.0,-37.0,-5.0,4.0,-52.0,24.95755517826825
2020-10-11,5697.0,50437.0,3005.0,59139.0,217.0,57.0,51.0,35.0,32.0,649.0,4.0,4.0,Canada,Ontario,-21.0,1.0,112.0,-42.0,-8.0,3.0,-39.0,27.164685908319186
2020-10-12,5833.0,51105.0,3008.0,59946.0,203.0,58.0,53.0,33.0,30.0,807.0,-14.0,1.0,Canada,Ontario,-58.0,-51.0,106.0,-70.0,-80.0,22.0,175.0,63.497453310696095
2020-10-13,5946.0,51729.0,3017.0,60692.0,230.0,65.0,60.0,37.0,34.0,746.0,27.0,7.0,Canada,Ontario,-23.0,4.0,56.0,-50.0,-38.0,12.0,63.0,44.48217317487266
2020-10-14,5884.0,52512.0,3017.0,61413.0,231.0,68.0,64.0,38.0,35.0,721.0,1.0,3.0,Canada,Ontario,-23.0,-2.0,50.0,-50.0,-37.0,13.0,75.0,46.5195246179966
2020-10-15,5883.0,53291.0,3022.0,62196.0,253.0,67.0,62.0,35.0,31.0,783.0,22.0,-1.0,Canada,Ontario,-26.0,-5.0,-8.0,-53.0,-37.0,15.0,144.0,58.23429541595926
2020-10-16,5873.0,54004.0,3031.0,62908.0,261.0,72.0,67.0,39.0,36.0,712.0,8.0,5.0,Canada,Ontario,-23.0,-3.0,43.0,-49.0,-35.0,13.0,80.0,47.368421052631575
2020-10-17,5986.0,54686.0,3041.0,63713.0,278.0,77.0,72.0,45.0,42.0,805.0,17.0,5.0,Canada,Ontario,-19.0,0.0,109.0,-36.0,-3.0,5.0,-46.0,25.97623089983022
2020-10-18,5954.0,55371.0,3046.0,64371.0,247.0,76.0,71.0,46.0,43.0,658.0,-31.0,-1.0,Canada,Ontario,-21.0,-6.0,44.0,-44.0,-8.0,6.0,41.0,40.74702886247878
2020-10-19,6047.0,55978.0,3050.0,65075.0,252.0,74.0,69.0,42.0,40.0,704.0,5.0,-2.0,Canada,Ontario,-27.0,-8.0,-1.0,-55.0,-38.0,14.0,143.0,58.06451612903226
2020-10-20,6237.0,56606.0,3053.0,65896.0,274.0,77.0,72.0,48.0,45.0,821.0,22.0,3.0,Canada,Ontario,-23.0,0.0,32.0,-51.0,-37.0,13.0,92.0,49.40577249575552
2020-10-21,6299.0,57325.0,3062.0,66686.0,260.0,76.0,71.0,53.0,49.0,790.0,-14.0,-1.0,Canada,Ontario,-25.0,-5.0,15.0,-53.0,-37.0,14.0,119.0,53.98981324278438
2020-10-22,6390.0,58066.0,3071.0,67527.0,270.0,83.0,74.0,54.0,48.0,841.0,10.0,7.0,Canada,Ontario,-24.0,-2.0,17.0,-50.0,-36.0,14.0,109.0,52.29202037351443
2020-10-23,6474.0,58799.0,3080.0,68353.0,276.0,87.0,78.0,54.0,47.0,826.0,6.0,4.0,Canada,Ontario,-24.0,-6.0,75.0,-48.0,-34.0,12.0,49.0,42.10526315789473
2020-10-24,6821.0,59424.0,3086.0,69331.0,294.0,90.0,82.0,60.0,53.0,978.0,18.0,3.0,Canada,Ontario,-21.0,0.0,58.0,-38.0,-4.0,6.0,11.0,35.653650254668925
2020-10-25,7120.0,60160.0,3093.0,70373.0,278.0,86.0,79.0,61.0,54.0,1042.0,-16.0,-4.0,Canada,Ontario,-20.0,-5.0,46.0,-43.0,-8.0,6.0,36.0,39.898132427843805
2020-10-26,7286.0,60839.0,3099.0,71224.0,295.0,85.0,78.0,57.0,51.0,851.0,17.0,-1.0,Canada,Ontario,-26.0,-6.0,7.0,-53.0,-38.0,14.0,130.0,55.85738539898133
2020-10-27,7418.0,61530.0,3103.0,72051.0,312.0,82.0,75.0,58.0,52.0,827.0,17.0,-3.0,Canada,Ontario,-26.0,-5.0,-6.0,-53.0,-36.0,13.0,139.0,57.38539898132428
2020-10-28,7474.0,62303.0,3108.0,72885.0,312.0,79.0,71.0,58.0,51.0,834.0,0.0,-3.0,Canada,Ontario,-22.0,0.0,27.0,-50.0,-36.0,13.0,94.0,49.74533106960951
2020-10-29,7578.0,63123.0,3118.0,73819.0,322.0,86.0,77.0,58.0,52.0,934.0,10.0,7.0,Canada,Ontario,-22.0,0.0,3.0,-51.0,-35.0,14.0,119.0,53.98981324278438
2020-10-30,7669.0,63919.0,3127.0,74715.0,314.0,86.0,75.0,60.0,52.0,896.0,-8.0,0.0,Canada,Ontario,-23.0,-1.0,1.0,-49.0,-34.0,13.0,119.0,53.98981324278438
2020-10-31,7877.0,64717.0,3136.0,75730.0,320.0,83.0,73.0,63.0,54.0,1015.0,6.0,-3.0,Canada,Ontario,-20.0,4.0,47.0,-36.0,-3.0,5.0,13.0,35.993208828522924
2020-11-01,7981.0,65581.0,3145.0,76707.0,350.0,82.0,72.0,53.0,46.0,977.0,30.0,-1.0,Canada,Ontario,-25.0,-8.0,-20.0,-47.0,-11.0,7.0,118.0,53.82003395585738
2020-11-02,8096.0,66407.0,3152.0,77655.0,328.0,86.0,75.0,53.0,45.0,948.0,-22.0,4.0,Canada,Ontario,-27.0,-8.0,-12.0,-55.0,-38.0,14.0,154.0,59.9320882852292
2020-11-03,8295.0,67244.0,3166.0,78705.0,357.0,85.0,73.0,55.0,47.0,1050.0,29.0,-1.0,Canada,Ontario,-26.0,-4.0,-1.0,-53.0,-36.0,13.0,133.0,56.36672325976231
2020-11-04,8321.0,68189.0,3182.0,79692.0,367.0,85.0,75.0,52.0,44.0,987.0,10.0,0.0,Canada,Ontario,-25.0,-6.0,35.0,-52.0,-36.0,13.0,97.0,50.25466893039049
2020-11-05,8358.0,69137.0,3195.0,80690.0,381.0,97.0,86.0,55.0,48.0,998.0,14.0,12.0,Canada,Ontario,-24.0,-4.0,34.0,-51.0,-35.0,14.0,94.0,49.74533106960951
2020-11-06,8398.0,70086.0,3209.0,81693.0,380.0,97.0,86.0,55.0,49.0,1003.0,-1.0,0.0,Canada,Ontario,-24.0,-6.0,49.0,-50.0,-34.0,13.0,78.0,47.02886247877759
2020-11-07,8667.0,70938.0,3220.0,82825.0,384.0,101.0,88.0,59.0,52.0,1132.0,4.0,4.0,Canada,Ontario,-18.0,-2.0,113.0,-35.0,-2.0,5.0,-51.0,25.127334465195243
2020-11-08,9105.0,71815.0,3233.0,84153.0,374.0,99.0,86.0,56.0,51.0,1328.0,-10.0,-2.0,Canada,Ontario,-14.0,-4.0,130.0,-40.0,-5.0,4.0,-63.0,23.089983022071305
