Mean Temp (°C),Total Precip (mm),Total Rain (mm),Total Snow (cm),Snow on Grnd (cm),New_cases,New_hospitalized,New_icu,First_day,Stayhome_Order,std_sd_score
9.940000000000001,0.0,0.0,0.0,0.4,939.0,19.0,-1.0,0.0,0.0,39.38879456706282
14.8,0.34,0.34,0.0,0.4,809.0,-12.0,1.0,0.0,0.0,24.95755517826825
8.459999999999999,0.0,0.0,0.0,0.4,649.0,4.0,4.0,0.0,0.0,27.164685908319186
11.959999999999999,0.8400000000000001,0.04,0.0,0.4,807.0,-14.0,1.0,0.0,0.0,63.497453310696095
12.559999999999999,5.9399999999999995,5.4,0.0,0.4,746.0,27.0,7.0,0.0,0.0,44.48217317487266
11.16,0.0,0.0,0.0,0.4,721.0,1.0,3.0,0.0,0.0,46.5195246179966
12.5,11.24,8.6,0.0,0.4,783.0,22.0,-1.0,0.0,0.0,58.23429541595926
5.84,1.24,1.24,0.0,0.4,712.0,8.0,5.0,0.0,0.0,47.368421052631575
7.540000000000001,0.16,0.16,0.0,0.4,805.0,17.0,5.0,0.0,0.0,25.97623089983022
10.099999999999998,1.22,0.8,0.0,0.4,658.0,-31.0,-1.0,0.0,0.0,40.74702886247878
7.459999999999999,7.279999999999999,6.3,0.0,0.4,704.0,5.0,-2.0,0.0,0.0,58.06451612903226
8.0,2.18,2.1,0.0,0.4,821.0,22.0,3.0,0.0,0.0,49.40577249575552
11.200000000000001,6.9,4.7,0.0,0.4,790.0,-14.0,-1.0,0.0,0.0,53.98981324278438
9.080000000000002,2.2600000000000002,1.24,0.0,0.4,841.0,10.0,7.0,0.0,0.0,52.29202037351443
16.52,3.4199999999999995,3.04,0.0,0.4,826.0,6.0,4.0,0.0,0.0,42.10526315789473
5.88,0.44000000000000006,0.44000000000000006,0.0,0.4,978.0,18.0,3.0,0.0,0.0,35.653650254668925
3.5799999999999996,0.04,0.04,0.0,0.4,1042.0,-16.0,-4.0,0.0,0.0,39.898132427843805
4.92,1.9400000000000002,1.8,0.04,0.4,851.0,17.0,-1.0,0.0,0.0,55.85738539898133
