Mean Temp (°C),Total Precip (mm),Total Rain (mm),Total Snow (cm),Snow on Grnd (cm),New_cases,New_hospitalized,New_icu,First_day,Stayhome_Order,std_sd_score
4.199999999999999,2.58,1.8,0.0,0.4,827.0,17.0,-3.0,0.0,0.0,57.38539898132428
6.5,0.08,0.08,0.0,0.0,834.0,0.0,-3.0,0.0,0.0,49.74533106960951
5.619999999999999,0.56,0.52,0.0,0.0,934.0,10.0,7.0,0.0,0.0,53.98981324278438
0.06000000000000001,0.1,0.0,0.1,0.0,896.0,-8.0,0.0,0.0,0.0,53.98981324278438
-0.16,0.0,0.0,0.0,0.0,1015.0,6.0,-3.0,0.0,0.0,35.993208828522924
4.92,3.2399999999999998,2.12,0.2,0.2,977.0,30.0,-1.0,0.0,0.0,53.82003395585738
1.6000000000000003,0.48,0.0,0.74,0.0,948.0,-22.0,4.0,0.0,0.0,59.9320882852292
3.8200000000000003,0.0,0.0,0.0,0.6,1050.0,29.0,-1.0,0.0,0.0,56.36672325976231
9.779999999999998,0.0,0.0,0.0,0.6,987.0,10.0,0.0,0.0,0.0,50.25466893039049
13.540000000000001,0.0,0.0,0.0,0.6,998.0,14.0,12.0,0.0,0.0,49.74533106960951
13.98,0.0,0.0,0.0,0.6,1003.0,-1.0,0.0,0.0,0.0,47.02886247877759
14.260000000000002,0.0,0.0,0.0,0.6,1132.0,4.0,4.0,0.0,0.0,25.127334465195243
12.939999999999998,0.0,0.0,0.0,0.6,1328.0,-10.0,-2.0,0.0,0.0,23.089983022071305
14.059999999999999,0.0,0.0,0.0,0.6,1242.0,-7.0,-3.0,0.0,0.0,46.349745331069606
16.6,0.0,0.0,0.0,0.6,1388.0,55.0,-3.0,0.0,0.0,43.97283531409168
11.22,0.8,0.4,0.0,0.6,1426.0,2.0,6.0,0.0,0.0,51.78268251273344
4.36,0.0,0.0,0.0,0.6,1575.0,7.0,8.0,0.0,0.0,51.78268251273344
3.8,0.0,0.0,0.0,0.6,1396.0,21.0,7.0,0.0,0.0,55.51782682512734
2.2600000000000002,0.0,0.0,0.0,0.6,1581.0,50.0,2.0,0.0,0.0,38.53989813242784
6.659999999999999,8.68,4.9799999999999995,0.0,0.6,1248.0,-23.0,11.0,0.0,0.0,59.08319185059423
2.8200000000000003,0.04,0.04,0.0,0.6,1487.0,21.0,7.0,0.0,0.0,60.1018675721562
-1.2200000000000002,0.12,0.0,0.12,0.6,1249.0,29.0,3.0,0.0,0.0,60.27164685908319
-2.4400000000000004,0.0,0.0,0.0,0.6,1417.0,6.0,0.0,0.0,0.0,60.27164685908319
6.56,0.0,0.0,0.0,0.6,1210.0,-9.0,17.0,0.0,0.0,54.159592529711375
11.059999999999999,0.0,0.0,0.0,0.6,1418.0,-8.0,-3.0,1.0,1.0,49.74533106960951
1.94,0.0,0.0,0.0,0.6,1588.0,-5.0,3.0,0.0,1.0,42.61460101867572
-1.06,11.079999999999998,1.6,6.840000000000001,2.6,1534.0,-29.0,1.0,0.0,1.0,58.40407470288624
0.33999999999999997,1.08,0.5599999999999999,0.27999999999999997,5.2,1589.0,23.0,9.0,0.0,1.0,62.98811544991511
-1.3,0.8,0.0,0.2,3.8,1009.0,27.0,3.0,0.0,1.0,61.29032258064516
3.06,5.9399999999999995,1.46,2.08,3.8,1373.0,-11.0,0.0,0.0,1.0,63.83701188455009
7.0600000000000005,1.3400000000000003,0.6,0.0,4.2,1478.0,33.0,-10.0,0.0,1.0,57.21561969439728
5.380000000000001,0.0,0.0,0.0,3.2,1855.0,-15.0,3.0,0.0,1.0,57.38539898132428
3.8599999999999994,0.0,0.0,0.0,2.6,1822.0,54.0,2.0,0.0,1.0,41.935483870967744
5.26,0.0,0.0,0.0,2.2,1708.0,-9.0,5.0,0.0,1.0,41.76570458404075
2.4,16.020000000000003,6.580000000000001,0.27999999999999997,0.4,1746.0,32.0,12.0,0.0,1.0,65.19524617996605
-0.21999999999999997,5.9799999999999995,1.22,1.9600000000000002,3.6,1707.0,27.0,16.0,0.0,1.0,65.53480475382003
0.25999999999999995,0.6,0.08,2.3600000000000003,5.0,1723.0,11.0,-3.0,0.0,1.0,59.7623089983022
1.4599999999999997,0.0,0.0,1.9600000000000002,3.6,1824.0,10.0,16.0,0.0,1.0,57.55517826825128
1.8199999999999998,2.12,0.78,2.0,1.2,1780.0,8.0,11.0,0.0,1.0,62.13921901528013
-1.2400000000000002,0.0,0.0,1.9600000000000002,0.4,1859.0,35.0,-5.0,0.0,1.0,47.53820033955857
-2.98,0.0,0.0,1.9600000000000002,0.2,1924.0,-8.0,3.0,0.0,1.0,49.74533106960951
-3.5799999999999996,0.0,0.0,1.9600000000000002,0.2,1925.0,24.0,10.0,0.0,1.0,60.95076400679117
-3.4799999999999995,0.0,0.0,1.9600000000000002,0.2,1676.0,69.0,6.0,0.0,1.0,59.42275042444821
1.02,1.3,0.1,1.44,1.2,1890.0,17.0,1.0,0.0,1.0,62.64855687606112
2.2600000000000002,0.0,0.0,0.0,0.4,1983.0,18.0,8.0,0.0,1.0,56.536502546689306
4.1,0.0,0.0,0.0,0.2,1848.0,-21.0,9.0,0.0,1.0,55.00848896434635
5.7,6.580000000000001,4.32,0.0,0.0,1873.0,47.0,2.0,0.0,1.0,54.66893039049236
2.02,0.0,0.0,0.0,0.0,1677.0,-42.0,18.0,0.0,1.0,49.9151103565365
-1.2200000000000002,0.08,0.0,0.2,0.0,1940.0,44.0,-7.0,0.0,1.0,61.46010186757216
-5.959999999999999,0.04,0.0,0.04,0.2,2275.0,64.0,5.0,0.0,1.0,60.27164685908319
-7.7,0.27999999999999997,0.0,0.27999999999999997,0.0,2139.0,11.0,8.0,0.0,1.0,64.34634974533107
-6.4399999999999995,0.44000000000000006,0.0,0.4,0.8,2432.0,-13.0,5.0,0.0,1.0,58.74363327674024
-6.68,0.0,0.0,0.0,0.4,2290.0,-42.0,-4.0,0.0,1.0,58.23429541595926
-1.6400000000000001,1.0,0.08,0.64,0.4,2357.0,18.0,-7.0,0.0,1.0,49.23599320882852
1.06,0.7200000000000001,0.32,0.64,0.6,2316.0,-20.0,6.0,0.0,1.0,50.25466893039049
1.3,0.2,0.08,0.04,0.6,2123.0,40.0,3.0,0.0,1.0,53.82003395585738
0.1600000000000001,0.04,0.0,0.04,0.4,2202.0,90.0,8.0,0.0,0.0,51.78268251273344
1.3800000000000003,1.26,0.72,0.12,0.2,2408.0,-3.0,3.0,0.0,0.0,48.21731748726656
3.2,12.66,7.539999999999999,3.6799999999999997,1.0,2447.0,-35.0,6.0,0.0,0.0,61.62988115449915
-2.7199999999999998,8.02,5.08,2.4799999999999995,5.0,2159.0,31.0,1.0,0.0,0.0,98.30220713073004
-4.8,0.44000000000000006,0.0,0.4800000000000001,6.2,2142.0,-243.0,9.0,1.0,1.0,75.72156196943973
-1.52,1.1400000000000001,0.68,0.04,6.2,2005.0,68.0,-4.0,0.0,1.0,60.78098471986417
-0.78,4.220000000000001,2.4,0.4800000000000001,1.4,1939.0,52.0,12.0,0.0,1.0,74.36332767402376
-5.26,1.5,0.0,0.0,0.6,2553.0,-11.0,9.0,0.0,1.0,64.17657045840407
-0.17999999999999994,6.419999999999999,3.06,1.6800000000000002,1.2,2923.0,313.0,18.0,0.0,1.0,70.62818336162988
-1.7,0.0,0.0,0.0,0.8,3328.0,58.0,12.0,0.0,1.0,59.08319185059423
