Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-83.09,42.1,AMHERSTBURG,6130257,2020-11-25,2020,11,25,†,10.5,,2.5,,6.5,,11.5,,0,,14,,0,,14,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-11-26,2020,11,26,†,10,,7.5,,8.8,,9.2,,0,,0.6,,0,,0.6,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-11-27,2020,11,27,†,8,,5,,6.5,,11.5,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-11-28,2020,11,28,†,8,,-1,,3.5,,14.5,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-11-29,2020,11,29,†,10,,2,,6,,12,,0,,6,,0,T,6,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-11-30,2020,11,30,†,2,,0,,1,,17,,0,,3.8,,13,,16.8,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-01,2020,12,1,†,2,,-4,,-1,,19,,0,,0,,2,,2,,10,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-02,2020,12,2,†,7,,-1,,3,,15,,0,,0,,0,,0,,9,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-03,2020,12,3,†,7.5,,-1,,3.3,,14.7,,0,,0,,0,,0,,4,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-04,2020,12,4,†,8.5,,2,,5.3,,12.7,,0,,0,,0,,0,,0,T,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-05,2020,12,5,†,3,,-1,,1,,17,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-06,2020,12,6,†,1,,-4.5,,-1.8,,19.8,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-07,2020,12,7,†,2,,-1,,0.5,,17.5,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-08,2020,12,8,†,5,,-5,,0,,18,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-09,2020,12,9,†,6,,1,,3.5,,14.5,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-10,2020,12,10,†,9,,-4,,2.5,,15.5,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-11,2020,12,11,†,10,,0.5,,5.3,,12.7,,0,,4.8,,0,,4.8,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-12,2020,12,12,†,12.5,,4,,8.3,,9.7,,0,,4.2,,0,,4.2,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-13,2020,12,13,†,3,,0,,1.5,,16.5,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-14,2020,12,14,†,2,,-0.5,,0.8,,17.2,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-15,2020,12,15,†,-1,,-6,,-3.5,,21.5,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-16,2020,12,16,†,0.5,,-5,,-2.3,,20.3,,0,,0,,1,,1,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-17,2020,12,17,†,0,,-3,,-1.5,,19.5,,0,,0,,5,,5,,1,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-18,2020,12,18,†,2,,-2,,0,,18,,0,,0,,0,,0,,6,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-19,2020,12,19,†,3.5,,-1.5,,1,,17,,0,,0.6,,0,,0.6,,2,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-20,2020,12,20,†,5,,1,,3,,15,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-21,2020,12,21,†,5,,-1,,2,,16,,0,,2.4,,0,,2.4,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-22,2020,12,22,†,5.5,,2,,3.8,,14.2,,0,,0,,0,,0,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-23,2020,12,23,†,9,,1.5,,5.3,,12.7,,0,,1,,0,,1,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-24,2020,12,24,†,0,,-4.5,,-2.3,,20.3,,0,,0,,3,,3,,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-25,2020,12,25,†,-5,,-7.5,,-6.3,,24.3,,0,,0,,6,,6,,3,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-26,2020,12,26,†,-2,,-7.5,,-4.8,,22.8,,0,,0,,0,,0,,8,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-27,2020,12,27,†,7,,-7,,0,,18,,0,,0.6,,0,,0.6,,4,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-28,2020,12,28,†,2,,0,,1,,17,,0,,0,,0,,0,,0,T,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-29,2020,12,29,†,2,,-5,,-1.5,,19.5,,0,,0,T,0,T,0,T,0,,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-30,2020,12,30,†,7,,-3,,2,,16,,0,,5,,0,,5,,0,T,,,,
-83.09,42.1,AMHERSTBURG,6130257,2020-12-31,2020,12,31,†,0.5,,-1.5,,-0.5,,18.5,,0,,0,,0,,0,,0,,,,,
